request_id,timestamp,state,district,latitude,longitude,category,complaint_text,urgency_level,priority_class,upvotes,infrastructure_gap,budget_required,days_since_last_maintenance,population_density,vulnerability_index,status
CG-17658,2026-08-03,West Bengal,Paschim Medinipur,22.50707,87.23132,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Medium,1,63,68.06,30990483,115,1221.3,0.71,Active
CG-17659,2026-08-31,Maharashtra,Gadchiroli,20.12604,79.94727,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",Critical,3,54,77.84,28469882,188,647.2,0.83,Scheduled
CG-17660,2026-08-08,Maharashtra,Nandurbar,21.36242,74.19527,Education,Girls secondary school lacks functional sanitation and clean drinking water facilities.,Medium,1,102,74.26,31366329,99,1184.8,0.82,Under Review
CG-17661,2026-08-25,Maharashtra,Yavatmal,20.32629,78.08489,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",Medium,1,88,72.57,32319501,112,1157.2,0.72,Active
CG-17662,2026-08-16,Maharashtra,Dhule,20.89818,74.77959,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Medium,1,39,58.75,24681159,179,595.0,0.65,Under Review
CG-17663,2026-08-01,Odisha,Kalahandi,19.89977,83.21367,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,High,2,30,73.91,30605683,124,457.6,0.86,Active
CG-17664,2026-08-04,Odisha,Rayagada,19.13426,83.48088,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,86,82.29,31135507,58,956.7,0.85,Under Review
CG-17665,2026-08-04,Odisha,Koraput,18.73665,82.60636,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,Critical,3,54,87.96,1310693,59,677.9,0.84,Under Review
CG-17666,2026-09-03,Odisha,Nuapada,20.82575,82.45271,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,21,81.23,26217656,51,271.0,0.83,Under Review
CG-17667,2026-08-03,Rajasthan,Barmer,25.81605,71.44934,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Medium,1,155,84.89,29616297,49,1810.3,0.81,Active
CG-17668,2026-08-13,Rajasthan,Jaisalmer,26.94248,70.95019,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Medium,1,65,85.06,12083000,54,716.9,0.77,Active
CG-17669,2026-08-20,Rajasthan,Banswara,23.50994,74.48998,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,73,67.21,33126369,137,909.7,0.83,Pending Funding
CG-17670,2026-08-08,Rajasthan,Dungarpur,23.78004,73.75711,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",High,2,73,79.54,23682608,193,868.8,0.82,Scheduled
CG-17671,2026-08-15,Chhattisgarh,Bastar,19.14358,81.97694,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,118,84.29,41285394,31,1321.3,0.87,Active
CG-17672,2026-08-17,Chhattisgarh,Dantewada,18.96472,81.37917,Energy & Power,"High voltage wires snapped and hanging low across school pathway, extreme safety hazard.",Critical,3,14,82.63,21523690,273,193.3,0.88,Active
CG-17673,2026-08-09,Chhattisgarh,Bijapur,18.83857,80.75281,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",Critical,3,63,98.0,18749177,375,655.5,0.91,Active
CG-17674,2026-08-06,Chhattisgarh,Sukma,18.36214,81.61405,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,118,98.0,32230409,34,1205.0,0.9,Active
CG-17675,2026-09-01,Madhya Pradesh,Chhindwara,22.04749,78.96758,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,30,71.82,32022821,120,509.0,0.69,Under Review
CG-17676,2026-08-31,Madhya Pradesh,Mandla,22.60561,80.38403,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,High,2,25,77.04,35750274,107,355.4,0.81,Active
CG-17677,2026-08-25,Karnataka,Raichur,16.16119,77.38806,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",High,2,65,74.8,23832431,139,842.8,0.73,Pending Funding
CG-17678,2026-08-10,Karnataka,Yadgir,16.82889,77.11877,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",High,2,32,74.95,3074342,219,437.4,0.77,Pending Funding
CG-17679,2026-08-05,Telangana,Adilabad,19.7204,78.51819,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Medium,1,73,64.42,3031303,64,800.8,0.75,Active
CG-17680,2026-08-08,Uttar Pradesh,Bahraich,27.56355,81.61333,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Medium,1,23,73.99,17188120,82,578.7,0.84,Under Review
CG-17681,2026-08-04,Uttar Pradesh,Sitapur,27.5626,80.71151,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,Medium,1,51,76.8,24238177,33,958.3,0.79,Active
CG-17682,2026-09-05,Uttar Pradesh,Balrampur,27.48312,82.25507,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,Critical,3,35,81.94,30225951,98,564.8,0.86,Active
CG-17683,2026-08-23,Uttar Pradesh,Shravasti,27.72666,81.8839,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,54,86.55,26355356,62,651.7,0.89,Under Review
CG-17684,2026-08-20,Uttar Pradesh,Gonda,27.13003,81.95853,Energy & Power,"High voltage wires snapped and hanging low across school pathway, extreme safety hazard.",High,2,35,74.34,35016705,292,693.3,0.76,Active
CG-17685,2026-08-05,Uttar Pradesh,Raebareli,26.21056,81.24962,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,48,61.24,40579084,480,820.5,0.68,Active
CG-17686,2026-08-21,Uttar Pradesh,Hardoi,27.3916,80.1452,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Medium,1,28,72.58,31274490,70,689.2,0.74,Active
CG-17687,2026-08-07,Uttar Pradesh,Lucknow,26.80301,81.05554,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,Medium,1,31,40.95,39183587,295,768.9,0.38,Under Review
CG-17688,2026-08-19,Bihar,Darbhanga,26.17439,85.91526,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,Critical,3,38,77.54,11059509,87,773.7,0.88,Active
CG-17689,2026-08-12,Bihar,Katihar,25.58626,87.61207,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Medium,1,18,70.7,30653761,81,487.1,0.85,Under Review
CG-17690,2026-08-25,Bihar,Madhubani,26.3232,86.03881,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Critical,3,53,79.77,34304021,48,978.7,0.87,Active
CG-17691,2026-08-11,Bihar,Purnia,25.7299,87.44971,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,52,69.99,33506614,480,846.4,0.82,Active
CG-17692,2026-08-30,Bihar,Araria,26.1222,87.48305,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,Critical,3,61,86.16,18954320,111,891.1,0.89,Under Review
CG-17693,2026-08-21,Bihar,Muzaffarpur,26.1116,85.31878,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Medium,1,40,58.43,40242617,94,880.1,0.77,Active
CG-17694,2026-08-06,Bihar,Gaya,24.75418,85.06209,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Medium,1,84,71.77,14162883,43,1279.1,0.78,Pending Funding
CG-17695,2026-08-17,West Bengal,Malda,25.03102,88.20634,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Medium,1,66,78.17,24254038,54,1058.8,0.81,Under Review
CG-17696,2026-08-28,West Bengal,Murshidabad,24.16397,88.25665,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Medium,1,48,80.38,2922527,60,1190.3,0.78,Active
CG-17697,2026-08-09,West Bengal,Purulia,23.37683,86.45396,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Medium,1,58,69.66,11165536,131,873.0,0.79,Scheduled
CG-17698,2026-08-18,West Bengal,Paschim Medinipur,22.41453,87.23346,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,Medium,1,46,75.33,22269070,95,1051.3,0.71,Active
CG-17699,2026-08-11,Maharashtra,Gadchiroli,20.18463,79.99582,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,111,77.26,24812753,121,1217.2,0.83,Under Review
CG-17700,2026-09-01,Maharashtra,Nandurbar,21.39919,74.23619,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Medium,1,36,65.69,29532372,36,524.8,0.82,Pending Funding
CG-17701,2026-08-15,Maharashtra,Yavatmal,20.3826,78.09607,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",Medium,1,44,69.95,17360910,112,717.2,0.72,Active
CG-17702,2026-09-02,Maharashtra,Dhule,20.85462,74.74046,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Medium,1,56,52.91,38817300,135,765.0,0.65,Under Review
CG-17703,2026-08-27,Odisha,Kalahandi,19.88211,83.23537,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",High,2,117,71.87,6575611,110,1327.6,0.86,Under Review
CG-17704,2026-08-10,Odisha,Rayagada,19.17715,83.40518,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Critical,3,39,80.72,6984440,35,486.7,0.85,Pending Funding
CG-17705,2026-09-04,Odisha,Koraput,18.8177,82.67391,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Critical,3,28,85.25,39804666,113,417.9,0.84,Under Review
CG-17706,2026-08-16,Odisha,Nuapada,20.81727,82.53216,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Critical,3,65,84.1,29070282,433,711.0,0.83,Under Review
CG-17707,2026-08-05,Rajasthan,Barmer,25.78589,71.42071,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",High,2,97,72.7,21065907,213,1230.3,0.81,Pending Funding
CG-17708,2026-08-30,Rajasthan,Jaisalmer,26.86392,70.89638,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Medium,1,39,82.29,28404070,31,456.9,0.77,Active
CG-17709,2026-09-02,Rajasthan,Banswara,23.51905,74.42833,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,70,88.18,22578639,41,879.7,0.83,Under Review
CG-17710,2026-08-27,Rajasthan,Dungarpur,23.80498,73.71298,Education,সরকারি প্রাথমিক বিদ্যালয়ের ভবন ভেঙে পড়ার আশঙ্কায় ক্লাস বন্ধ।,High,2,65,79.86,23455047,223,788.8,0.82,Active
CG-17711,2026-08-08,Chhattisgarh,Bastar,19.13121,81.92909,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Critical,3,45,87.14,39885711,30,591.3,0.87,Active
CG-17712,2026-09-04,Chhattisgarh,Dantewada,18.8751,81.35802,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Critical,3,50,91.48,4855161,244,553.3,0.88,Under Review
CG-17713,2026-09-04,Chhattisgarh,Bijapur,18.85264,80.80322,Digital Infrastructure & DPI,অপটিক্যাল ফাইবার সংযোগ বিচ্ছিন্ন হওয়ায় ডিজিটাল পরিষেবা বন্ধ।,Critical,3,88,98.0,32314060,480,905.5,0.91,Under Review
CG-17714,2026-08-25,Chhattisgarh,Sukma,18.33843,81.67314,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Critical,3,112,89.45,23592736,249,1145.0,0.9,Active
CG-17715,2026-08-12,Madhya Pradesh,Chhindwara,21.9678,78.87792,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,75,71.94,13535646,480,959.0,0.69,Under Review
CG-17716,2026-08-20,Madhya Pradesh,Mandla,22.53833,80.43075,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Medium,1,49,72.67,41097076,47,595.4,0.81,Active
CG-17717,2026-08-14,Karnataka,Raichur,16.18481,77.34031,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,43,60.11,24579858,88,622.8,0.73,Under Review
CG-17718,2026-09-05,Karnataka,Yadgir,16.82051,77.10772,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,High,2,38,64.98,9551203,266,497.4,0.77,Active
CG-17719,2026-08-02,Telangana,Adilabad,19.65346,78.55906,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Medium,1,58,72.35,25703472,44,650.8,0.75,Active
CG-17720,2026-08-27,Uttar Pradesh,Bahraich,27.53844,81.61585,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Critical,3,42,68.22,34793805,480,768.7,0.84,Pending Funding
CG-17721,2026-09-01,Uttar Pradesh,Sitapur,27.60671,80.62754,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",High,2,57,71.07,8424528,211,1018.3,0.79,Scheduled
CG-17722,2026-08-24,Uttar Pradesh,Balrampur,27.49103,82.18733,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Critical,3,29,77.16,3639050,355,504.8,0.86,Active
CG-17723,2026-08-11,Uttar Pradesh,Shravasti,27.65303,81.92487,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Critical,3,59,85.16,12429921,480,701.7,0.89,Active
CG-17724,2026-08-01,Uttar Pradesh,Gonda,27.18586,81.92517,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",High,2,109,84.87,22528402,87,1433.3,0.76,Active
CG-17725,2026-09-01,Uttar Pradesh,Raebareli,26.25189,81.29317,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",Medium,1,37,67.47,41452596,184,710.5,0.68,Under Review
CG-17726,2026-08-28,Uttar Pradesh,Hardoi,27.41014,80.2015,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",High,2,73,67.1,16797982,341,1139.2,0.74,Active
CG-17727,2026-09-05,Uttar Pradesh,Lucknow,26.86745,80.93338,Water & Sanitation,"পানীয় জলের পাইপলাইন ফেটে গেছে, মানুষ নোংরা জল খেতে বাধ্য হচ্ছে।",Medium,1,49,37.13,7103320,287,948.9,0.38,Under Review
CG-17728,2026-08-22,Bihar,Darbhanga,26.21433,85.86707,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,61,81.48,3370163,67,1003.7,0.88,Scheduled
CG-17729,2026-09-02,Bihar,Katihar,25.51221,87.60704,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,59,77.22,31025116,194,897.1,0.85,Scheduled
CG-17730,2026-09-04,Bihar,Madhubani,26.32663,86.13966,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,43,87.45,2203483,163,878.7,0.87,Scheduled
CG-17731,2026-08-13,Bihar,Purnia,25.79454,87.44804,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,Medium,1,63,73.9,24765645,79,956.4,0.82,Active
CG-17732,2026-09-02,Bihar,Araria,26.16573,87.59733,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Critical,3,36,90.46,9057243,267,641.1,0.89,Active
CG-17733,2026-08-07,Bihar,Muzaffarpur,26.15553,85.4215,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",High,2,45,69.76,18564615,177,930.1,0.77,Pending Funding
CG-17734,2026-08-09,Bihar,Gaya,24.80112,85.03477,Water & Sanitation,"हमारे इलाके में पीने के पानी की पाइपलाइन टूट गई है, लोग गंदा पानी पीने को मजबूर हैं।",Medium,1,57,72.37,7098622,94,1009.1,0.78,Active
CG-17735,2026-08-09,West Bengal,Malda,24.98913,88.15697,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,High,2,36,70.11,13491461,242,758.8,0.81,Scheduled
CG-17736,2026-08-25,West Bengal,Murshidabad,24.145,88.24853,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Medium,1,46,76.29,20550412,91,1170.3,0.78,Pending Funding
CG-17737,2026-08-27,West Bengal,Purulia,23.30075,86.39068,Education,Primary government school building structurally degraded with hazardous cracked roof.,High,2,87,74.0,19970268,280,1163.0,0.79,Active
CG-17738,2026-09-02,West Bengal,Paschim Medinipur,22.46586,87.28108,Roads & Transport,"Concrete culvert bridge collapsed under heavy transport, immediate replacement required.",Medium,1,46,72.48,7294087,65,1051.3,0.71,Active
CG-17739,2026-08-30,Maharashtra,Gadchiroli,20.14125,80.03581,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Critical,3,43,83.96,4145726,436,537.2,0.83,Active
CG-17740,2026-08-17,Maharashtra,Nandurbar,21.33365,74.22586,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",Medium,1,55,78.24,17401016,31,714.8,0.82,Active
CG-17741,2026-08-25,Maharashtra,Yavatmal,20.43932,78.11796,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,Medium,1,56,57.57,8177041,95,837.2,0.72,Active
CG-17742,2026-08-28,Maharashtra,Dhule,20.92055,74.79731,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",High,2,56,62.28,16259605,326,765.0,0.65,Scheduled
CG-17743,2026-08-14,Odisha,Kalahandi,19.96269,83.14401,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,111,80.41,41482300,60,1267.6,0.86,Scheduled
CG-17744,2026-08-20,Odisha,Rayagada,19.19156,83.42167,Digital Infrastructure & DPI,ऑप्टिकल फाइबर केबल कटने से जन सेवा केंद्र ठप है और राशन वितरण रुक गया है।,High,2,75,73.07,25768324,177,846.7,0.85,Under Review
CG-17745,2026-08-09,Odisha,Koraput,18.85155,82.67338,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,22,77.73,12720012,79,357.9,0.84,Active
CG-17746,2026-08-02,Odisha,Nuapada,20.78112,82.50984,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Critical,3,112,88.52,37194137,321,1181.0,0.83,Scheduled
CG-17747,2026-08-27,Rajasthan,Barmer,25.73703,71.35911,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",Critical,3,35,75.23,3294759,480,610.3,0.81,Under Review
CG-17748,2026-09-02,Rajasthan,Jaisalmer,26.89685,70.90132,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Critical,3,87,76.72,40282576,339,936.9,0.77,Active
CG-17749,2026-08-16,Rajasthan,Banswara,23.5525,74.43138,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,81,81.09,19911698,50,989.7,0.83,Under Review
CG-17750,2026-09-01,Rajasthan,Dungarpur,23.80875,73.70759,Healthcare,Maternal care ward ceiling is leaking and power backup is non-functional.,Medium,1,63,67.78,41164823,31,768.8,0.82,Active
CG-17751,2026-08-28,Chhattisgarh,Bastar,19.06785,81.92165,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Critical,3,74,86.27,18789166,52,881.3,0.87,Active
CG-17752,2026-08-05,Chhattisgarh,Dantewada,18.95965,81.32213,Public Safety,নদীর বাঁধ ভেঙে লোকালয়ে জল ঢোকার প্রবল আশঙ্কা দেখা দিয়েছে।,Critical,3,113,80.64,27178105,61,1183.3,0.88,Scheduled
CG-17753,2026-08-11,Chhattisgarh,Bijapur,18.76102,80.8429,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",Critical,3,77,87.48,38090546,307,795.5,0.91,Active
CG-17754,2026-08-05,Chhattisgarh,Sukma,18.37908,81.72192,Public Safety,River embankment erosion threatening to breach and submerge adjoining village settlements.,Critical,3,56,94.86,15104269,189,585.0,0.9,Under Review
CG-17755,2026-08-29,Madhya Pradesh,Chhindwara,22.00777,78.95432,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Medium,1,115,66.63,17785066,160,1359.0,0.69,Active
CG-17756,2026-09-05,Madhya Pradesh,Mandla,22.58108,80.39622,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,32,67.36,7964975,480,425.4,0.81,Under Review
CG-17757,2026-08-25,Karnataka,Raichur,16.23119,77.32895,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,83,67.67,6724177,380,1022.8,0.73,Active
CG-17758,2026-08-12,Karnataka,Yadgir,16.8042,77.14255,Education,Girls secondary school lacks functional sanitation and clean drinking water facilities.,Critical,3,60,87.61,25335037,480,717.4,0.77,Pending Funding
CG-17759,2026-08-04,Telangana,Adilabad,19.69482,78.51924,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,High,2,56,90.03,22721917,123,630.8,0.75,Active
CG-17760,2026-08-10,Uttar Pradesh,Bahraich,27.51329,81.59863,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,44,88.25,8004666,79,788.7,0.84,Active
CG-17761,2026-08-06,Uttar Pradesh,Sitapur,27.56277,80.70615,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,High,2,29,75.33,22002655,114,738.3,0.79,Under Review
CG-17762,2026-08-19,Uttar Pradesh,Balrampur,27.41936,82.18592,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Critical,3,70,87.13,25595047,159,914.8,0.86,Scheduled
CG-17763,2026-08-23,Uttar Pradesh,Shravasti,27.76913,81.92165,Education,Girls secondary school lacks functional sanitation and clean drinking water facilities.,Critical,3,62,78.26,40492506,54,731.7,0.89,Active
CG-17764,2026-08-06,Uttar Pradesh,Gonda,27.17962,81.91922,Energy & Power,"High voltage wires snapped and hanging low across school pathway, extreme safety hazard.",Medium,1,20,75.1,13586457,115,543.3,0.76,Scheduled
CG-17765,2026-08-27,Uttar Pradesh,Raebareli,26.24119,81.26781,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",Medium,1,82,62.98,27617292,95,1160.5,0.68,Active
CG-17766,2026-08-13,Uttar Pradesh,Hardoi,27.36566,80.14799,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",High,2,65,55.65,39771979,381,1059.2,0.74,Active
CG-17767,2026-08-01,Uttar Pradesh,Lucknow,26.86497,80.92814,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",Low,0,36,39.21,15478810,157,818.9,0.38,Active
CG-17768,2026-08-15,Bihar,Darbhanga,26.16891,85.89403,Digital Infrastructure & DPI,অপটিক্যাল ফাইবার সংযোগ বিচ্ছিন্ন হওয়ায় ডিজিটাল পরিষেবা বন্ধ।,High,2,57,66.67,35213685,166,963.7,0.88,Pending Funding
CG-17769,2026-08-29,Bihar,Katihar,25.53669,87.66964,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",Critical,3,36,77.56,19910827,152,667.1,0.85,Scheduled
CG-17770,2026-08-20,Bihar,Madhubani,26.332,86.07332,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Critical,3,22,80.25,32866901,366,668.7,0.87,Active
CG-17771,2026-09-05,Bihar,Purnia,25.77883,87.42237,Roads & Transport,Dangerous highway crater potholes causing recurring vehicle accidents daily.,High,2,95,85.33,4999436,136,1276.4,0.82,Scheduled
CG-17772,2026-08-01,Bihar,Araria,26.13203,87.48834,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,27,96.65,33288267,70,551.1,0.89,Pending Funding
CG-17773,2026-08-09,Bihar,Muzaffarpur,26.07984,85.41341,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",High,2,27,69.23,41165696,227,750.1,0.77,Under Review
CG-17774,2026-08-29,Bihar,Gaya,24.75878,84.98673,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",High,2,79,58.69,22723603,291,1229.1,0.78,Scheduled
CG-17775,2026-08-02,West Bengal,Malda,25.00365,88.11441,Water & Sanitation,"Drinking water pipeline has ruptured, forcing 400 families to drink contaminated groundwater.",Medium,1,65,71.38,2677621,58,1048.8,0.81,Active
CG-17776,2026-08-20,West Bengal,Murshidabad,24.08711,88.18306,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,Medium,1,78,74.04,25904738,92,1490.3,0.78,Active
CG-17777,2026-08-18,West Bengal,Purulia,23.35298,86.36743,Public Safety,"नदी का तटबंध टूटने की कगार पर है, बाढ़ से पूरे गांव में पानी घुसने का खतरा है।",Medium,1,105,68.76,3595910,142,1343.0,0.79,Active
CG-17778,2026-08-17,West Bengal,Paschim Medinipur,22.40952,87.3136,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,Medium,1,16,72.63,17978241,125,751.3,0.71,Active
CG-17779,2026-09-01,Maharashtra,Gadchiroli,20.25963,80.0842,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,84,77.92,32647864,136,947.2,0.83,Active
CG-17780,2026-08-20,Maharashtra,Nandurbar,21.29931,74.26153,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,Critical,3,72,79.66,41658660,358,884.8,0.82,Under Review
