Request_ID,State,District,Category,Sub_Category,Citizen_Upvotes,Urgency_Level,GatiShakti_Status,Allocated_Budget_INR,Days_Pending,Infrastructure_Gap_Score
REQ_107669,Telangana,Medchal-Malkajgiri,Power & Energy,Faulty Transformer,136.0,Low,No Planned Project,0.0,101,5
REQ_107670,Bihar,Bhagalpur,Roads & Transport,Traffic Bottleneck,48.0,High,Pipeline,3207800.0,298,5
REQ_107671,Gujarat,Rajkot,Power & Energy,Frequent Load Shedding,170.0,,Pipeline,1521017.0,191,5
REQ_107672,Karnataka,Belagavi,Digital & DPI,CSC Center Inaccessible,,Medium,Completed,34540648.0,169,2
REQ_107673,Tamil Nadu,,Power & Energy,No Electricity Access,251.0,High,Under Construction,12679174.0,189,3
REQ_107674,West Bengal,North 24 Parganas,Roads & Transport,Traffic Bottleneck,161.0,High,No Planned Project,0.0,158,7
REQ_107675,Bihar,Patna,Digital & DPI,Poor Telecom Connectivity,619.0,High,Pipeline,1786653.0,203,7
REQ_107676,West Bengal,South 24 Parganas,Digital & DPI,CSC Center Inaccessible,152.0,Critical,No Planned Project,0.0,241,8
REQ_107677,Uttar Pradesh,Kanpur Nagar,Power & Energy,Hanging Power Cables,258.0,Medium,Under Construction,,135,2
REQ_107678,Maharashtra,Nagpur,Digital & DPI,Digital Payment Failures,984.0,,No Planned Project,0.0,250,10
REQ_107679,Telangana,Medchal-Malkajgiri,Power & Energy,Frequent Load Shedding,195.0,High,Under Construction,17362325.0,314,3
REQ_107680,Maharashtra,Nashik,Sanitation & Waste,Clogged Drainage,375.0,High,Under Construction,43850571.0,115,3
REQ_107681,Uttar Pradesh,Agra,Digital & DPI,Poor Telecom Connectivity,257.0,High,Under Construction,8349788.0,301,3
REQ_107682,Uttar Pradesh,Lucknow,Power & Energy,Faulty Transformer,484.0,Low,Under Construction,44030293.0,85,1
REQ_107683,Telangana,Medchal-Malkajgiri,Sanitation & Waste,Clogged Drainage,594.0,High,No Planned Project,0.0,327,9
REQ_107684,Bihar,Bhagalpur,Digital & DPI,Digital Payment Failures,353.0,Medium,Pipeline,2090408.0,224,4
REQ_107685,Uttar Pradesh,Agra,Sanitation & Waste,Bio-waste Mismanagement,155.0,Medium,No Planned Project,0.0,260,6
REQ_107686,Tamil Nadu,Madurai,Digital & DPI,Poor Telecom Connectivity,737.0,Low,No Planned Project,0.0,207,7
REQ_107687,West Bengal,Hooghly,Roads & Transport,Unpaved Roads,143.0,High,Under Construction,29424301.0,167,3
REQ_107688,West Bengal,Hooghly,Roads & Transport,Traffic Bottleneck,170.0,Medium,Pipeline,3607610.0,341,4
REQ_107689,Karnataka,Hubli-Dharwad,Power & Energy,Faulty Transformer,151.0,Critical,Under Construction,25110222.0,229,4
REQ_107690,Gujarat,Rajkot,Water Supply,Low Water Pressure,229.0,Medium,Pipeline,,41,4
REQ_107691,Uttar Pradesh,,Roads & Transport,Unpaved Roads,,Medium,No Planned Project,0.0,156,6
REQ_107692,Uttar Pradesh,Agra,Water Supply,Low Water Pressure,313.0,Medium,Pipeline,4336618.0,171,4
REQ_107693,Tamil Nadu,Salem,Sanitation & Waste,Clogged Drainage,177.0,High,No Planned Project,0.0,128,7
REQ_107694,Maharashtra,Thane,Sanitation & Waste,Open Garbage Dumps,138.0,High,Completed,38125703.0,134,3
REQ_107695,Maharashtra,Thane,Water Supply,Contaminated Water,28.0,Medium,No Planned Project,0.0,322,6
REQ_107696,West Bengal,Hooghly,Power & Energy,Hanging Power Cables,136.0,Critical,Pipeline,2180155.0,115,6
REQ_107697,West Bengal,South 24 Parganas,Digital & DPI,No Public Wi-Fi Spot,402.0,Medium,No Planned Project,0.0,347,6
REQ_107698,Bihar,Gaya,Water Supply,Irregular Supply,,Medium,Pipeline,3257839.0,265,4
REQ_107699,Telangana,Warangal,Water Supply,Contaminated Water,285.0,,Pipeline,,257,5
REQ_107700,Gujarat,Ahmedabad,Water Supply,Low Water Pressure,513.0,Low,Completed,,15,3
REQ_107701,Tamil Nadu,Chennai,Water Supply,Low Water Pressure,536.0,High,No Planned Project,0.0,151,9
REQ_107702,Telangana,Rangareddy,Water Supply,Contaminated Water,223.0,Medium,No Planned Project,0.0,314,6
REQ_107703,Telangana,Warangal,Power & Energy,Frequent Load Shedding,537.0,High,Under Construction,38408266.0,327,5
REQ_107704,Karnataka,Mangaluru,Roads & Transport,,447.0,High,Completed,45971237.0,104,3
REQ_107705,Telangana,Medchal-Malkajgiri,Digital & DPI,Digital Payment Failures,1145.0,High,No Planned Project,0.0,195,9
REQ_107706,Karnataka,Mysuru,Roads & Transport,Traffic Bottleneck,230.0,Medium,Completed,43486959.0,98,2
REQ_107707,Telangana,Hyderabad,Water Supply,Irregular Supply,420.0,Low,No Planned Project,0.0,83,5
REQ_107708,Tamil Nadu,Chennai,Roads & Transport,Missing Streetlights,424.0,Medium,Pipeline,1475378.0,286,4
REQ_107709,KARNATAKA,Bengaluru Urban,Power & Energy,Hanging Power Cables,936.0,High,Under Construction,13837555.0,266,5
REQ_107710,Maharashtra,Mumbai Suburban,Sanitation & Waste,Lack of Public Toilets,516.0,Low,Completed,,311,3
REQ_107711,Karnataka,Mangaluru,Roads & Transport,Missing Streetlights,,High,No Planned Project,0.0,170,7
REQ_107712,Karnataka,Bengaluru Urban,Digital & DPI,CSC Center Inaccessible,927.0,Medium,No Planned Project,0.0,252,8
REQ_107713,Tamil Nadu,Coimbatore,Power & Energy,Hanging Power Cables,588.0,Medium,Pipeline,3917055.0,231,6
REQ_107714,Tamil Nadu,Trichy,Sanitation & Waste,Bio-waste Mismanagement,152.0,Medium,No Planned Project,0.0,111,6
REQ_107715,Karnataka,Belagavi,Power & Energy,Frequent Load Shedding,154.0,Medium,Pipeline,3075629.0,210,4
REQ_107716,Gujarat,Vadodara,Water Supply,Contaminated Water,531.0,Critical,Under Construction,39624990.0,279,6
REQ_107717,Uttar Pradesh,Kanpur Nagar,Sanitation & Waste,Clogged Drainage,169.0,High,Under Construction,37130341.0,227,3
REQ_107718,Gujarat,,Digital & DPI,Poor Telecom Connectivity,117.0,High,No Planned Project,,201,7
REQ_107719,Tamil Nadu,Salem,Sanitation & Waste,Lack of Public Toilets,263.0,High,No Planned Project,394173.0,65,7
REQ_107720,Gujarat,Bhavnagar,Digital & DPI,No Public Wi-Fi Spot,950.0,Critical,Under Construction,18420478.0,138,6
REQ_107721,Gujarat,Ahmedabad,Water Supply,Low Water Pressure,306.0,Medium,Under Construction,36742004.0,254,2
REQ_107722,Bihar,Patna,Digital & DPI,Digital Payment Failures,214.0,High,Pipeline,1278785.0,14,5
REQ_107723,Bihar,Darbhanga,Power & Energy,Frequent Load Shedding,155.0,Critical,Pipeline,4271192.0,348,6
REQ_107724,Maharashtra,Thane,Roads & Transport,Missing Streetlights,372.0,High,Under Construction,28352883.0,111,3
REQ_107725,Telangana,Warangal,Power & Energy,Frequent Load Shedding,927.0,Medium,Under Construction,12610304.0,36,4
REQ_107726,Karnataka,Mysuru,Power & Energy,No Electricity Access,233.0,Medium,Under Construction,10762729.0,28,2
REQ_107727,Uttar Pradesh,Varanasi,Sanitation & Waste,Open Garbage Dumps,247.0,High,Under Construction,7144128.0,315,3
REQ_107728,Maharashtra,Thane,Water Supply,Broken Pipeline,345.0,Low,Under Construction,10777636.0,260,1
REQ_107729,Karnataka,Mangaluru,Roads & Transport,Unpaved Roads,214.0,High,Pipeline,3116602.0,122,5
REQ_107730,Gujarat,Bhavnagar,Digital & DPI,CSC Center Inaccessible,131.0,Medium,No Planned Project,0.0,69,6
REQ_107731,Tamil Nadu,Madurai,Sanitation & Waste,Open Garbage Dumps,282.0,High,Pipeline,3793830.0,145,5
REQ_107732,Bihar,Darbhanga,Water Supply,Contaminated Water,496.0,High,Under Construction,39021284.0,98,3
REQ_107733,West Bengal,South 24 Parganas,Roads & Transport,Unpaved Roads,354.0,Medium,No Planned Project,0.0,114,6
REQ_107734,Uttar Pradesh,Prayagraj,Power & Energy,Hanging Power Cables,438.0,Medium,No Planned Project,0.0,159,6
REQ_107735,Gujarat,Bhavnagar,Water Supply,Broken Pipeline,150.0,High,No Planned Project,0.0,220,7
REQ_107736,West Bengal,Kolkata,Water Supply,Contaminated Water,45.0,Medium,No Planned Project,0.0,253,6
REQ_107737,Bihar,,Water Supply,Contaminated Water,312.0,Medium,Pipeline,1857463.0,181,4
REQ_107738,Gujarat,Rajkot,Power & Energy,Faulty Transformer,358.0,High,No Planned Project,0.0,292,7
REQ_107739,Telangana,Hyderabad,Digital & DPI,CSC Center Inaccessible,276.0,Medium,Completed,14746035.0,154,2
REQ_107740,Telangana,Warangal,Sanitation & Waste,Bio-waste Mismanagement,,Critical,No Planned Project,0.0,86,8
REQ_107741,West Bengal,Howrah,Digital & DPI,No Public Wi-Fi Spot,191.0,Critical,Completed,19119958.0,227,4
REQ_107742,Tamil Nadu,Madurai,Roads & Transport,Unpaved Roads,299.0,Medium,No Planned Project,0.0,28,6
REQ_107743,Gujarat,Rajkot,Sanitation & Waste,Open Garbage Dumps,762.0,High,Pipeline,1562630.0,108,7
REQ_107744,Karnataka,Mangaluru,Roads & Transport,Unpaved Roads,149.0,Low,No Planned Project,0.0,22,5
REQ_107745,Gujarat,Rajkot,Power & Energy,Frequent Load Shedding,,Medium,Under Construction,,291,2
REQ_107746,Tamil Nadu,Chennai,Digital & DPI,Digital Payment Failures,639.0,High,Under Construction,7305260.0,338,5
REQ_107747,Gujarat,Ahmedabad,Water Supply,Irregular Supply,702.0,Medium,No Planned Project,0.0,69,8
REQ_107748,West Bengal,North 24 Parganas,Sanitation & Waste,Open Garbage Dumps,611.0,High,No Planned Project,,253,9
REQ_107749,Tamil Nadu,Salem,Water Supply,Low Water Pressure,707.0,Medium,No Planned Project,102339.0,11,8
REQ_107750,Bihar,Muzaffarpur,Roads & Transport,Traffic Bottleneck,185.0,,No Planned Project,0.0,216,6
REQ_107751,Uttar Pradesh,Kanpur Nagar,Water Supply,Contaminated Water,744.0,Medium,No Planned Project,0.0,294,8
REQ_107752,Tamil Nadu,,Water Supply,Contaminated Water,270.0,High,No Planned Project,0.0,173,7
REQ_107753,Gujarat,Rajkot,Power & Energy,Hanging Power Cables,249.0,Medium,Under Construction,31439852.0,300,2
REQ_107754,Bihar,Gaya,Power & Energy,No Electricity Access,152.0,Medium,Under Construction,4748968.0,281,2
REQ_107755,Uttar Pradesh,Varanasi,Digital & DPI,Poor Telecom Connectivity,972.0,Low,Pipeline,,16,5
REQ_107756,Telangana,Warangal,Roads & Transport,Unpaved Roads,78.0,Critical,Completed,18616259.0,124,4
REQ_107757,Karnataka,Mangaluru,Power & Energy,Hanging Power Cables,206.0,Medium,No Planned Project,0.0,182,6
REQ_107758,west bengal,Kolkata,Power & Energy,Frequent Load Shedding,106.0,High,No Planned Project,458677.0,163,7
REQ_107759,Gujarat,,Digital & DPI,CSC Center Inaccessible,415.0,Medium,No Planned Project,0.0,140,6
REQ_107760,Gujarat,Rajkot,Sanitation & Waste,Clogged Drainage,834.0,High,No Planned Project,0.0,248,9
REQ_107761,Telangana,Nizamabad,Digital & DPI,Poor Telecom Connectivity,621.0,High,Under Construction,34826461.0,191,5
REQ_107762,Karnataka,Belagavi,Water Supply,Irregular Supply,535.0,High,Under Construction,30713726.0,4,5
REQ_107763,Telangana,Nizamabad,Water Supply,Irregular Supply,29.0,Low,No Planned Project,0.0,36,5
REQ_107764,Maharashtra,Thane,Power & Energy,No Electricity Access,617.0,Medium,Pipeline,2136866.0,350,6
REQ_107765,Telangana,Warangal,Power & Energy,Hanging Power Cables,,Critical,No Planned Project,0.0,338,8
REQ_107766,Bihar,Darbhanga,Digital & DPI,Poor Telecom Connectivity,413.0,Medium,No Planned Project,0.0,349,6
REQ_107767,uttar pradesh,Kanpur Nagar,Digital & DPI,Poor Telecom Connectivity,228.0,High,No Planned Project,,202,7
REQ_107768,Gujarat,Bhavnagar,Roads & Transport,Potholes,188.0,Low,Pipeline,2134516.0,266,3
REQ_107769,Telangana,Hyderabad,Water Supply,Contaminated Water,180.0,Medium,Under Construction,22822271.0,181,2
REQ_107770,Gujarat,Rajkot,Digital & DPI,Poor Telecom Connectivity,339.0,Medium,No Planned Project,0.0,8,6
REQ_107771,Tamil Nadu,Madurai,Sanitation & Waste,Bio-waste Mismanagement,570.0,High,Under Construction,2632526.0,251,5
REQ_107772,Karnataka,,Roads & Transport,Traffic Bottleneck,390.0,Medium,Pipeline,1926205.0,120,4
REQ_107773,Telangana,Nizamabad,Digital & DPI,Poor Telecom Connectivity,308.0,High,Pipeline,3504669.0,315,5
REQ_107774,uttar pradesh,Agra,Power & Energy,Hanging Power Cables,108.0,High,Pipeline,2230760.0,256,5
REQ_107775,Bihar,,Digital & DPI,CSC Center Inaccessible,738.0,High,No Planned Project,0.0,241,9
REQ_107776,Maharashtra,Nagpur,Power & Energy,Frequent Load Shedding,316.0,Medium,No Planned Project,0.0,172,6
REQ_107777,Gujarat,Vadodara,Power & Energy,Frequent Load Shedding,219.0,Medium,Completed,16172527.0,300,2
REQ_107778,Karnataka,Hubli-Dharwad,Water Supply,Contaminated Water,354.0,High,Under Construction,31247609.0,290,3
REQ_107779,West Bengal,Kolkata,Water Supply,Irregular Supply,78.0,High,Pipeline,3776255.0,309,5
REQ_107780,Uttar Pradesh,Lucknow,Digital & DPI,CSC Center Inaccessible,86.0,Medium,Pipeline,3750092.0,259,4
REQ_107781,West Bengal,,Digital & DPI,,337.0,Medium,Under Construction,43056280.0,87,2
REQ_107782,Uttar Pradesh,,Sanitation & Waste,Bio-waste Mismanagement,127.0,Critical,Under Construction,34695597.0,239,4
REQ_107783,Uttar Pradesh,Kanpur Nagar,Roads & Transport,Unpaved Roads,423.0,Medium,Pipeline,2232947.0,258,4
REQ_107784,Bihar,Muzaffarpur,Roads & Transport,Unpaved Roads,385.0,High,No Planned Project,107738.0,188,7
REQ_107785,Bihar,Muzaffarpur,Digital & DPI,CSC Center Inaccessible,276.0,,Under Construction,31144151.0,15,4
REQ_107786,Bihar,Darbhanga,Water Supply,Contaminated Water,602.0,High,Pipeline,1772735.0,99,7
REQ_107787,Telangana,Hyderabad,Sanitation & Waste,Lack of Public Toilets,109.0,,Completed,37321421.0,123,2
REQ_107788,Tamil Nadu,Madurai,Roads & Transport,Unpaved Roads,522.0,Medium,Under Construction,32857225.0,263,4
REQ_107789,Uttar Pradesh,Agra,Digital & DPI,Digital Payment Failures,753.0,Critical,Pipeline,3949524.0,189,8
REQ_107790,Karnataka,Bengaluru Urban,Water Supply,Irregular Supply,163.0,Medium,Under Construction,44551005.0,291,2
REQ_107791,West Bengal,Howrah,Water Supply,Broken Pipeline,260.0,High,Completed,11934087.0,69,3
REQ_107792,Bihar,Muzaffarpur,Water Supply,Low Water Pressure,1090.0,High,Pipeline,1505119.0,177,7
REQ_107793,Telangana,Rangareddy,Power & Energy,Frequent Load Shedding,402.0,High,Pipeline,1267485.0,351,5
REQ_107794,Bihar,Bhagalpur,Water Supply,Low Water Pressure,95.0,Critical,Pipeline,4089101.0,2,6
REQ_107795,West Bengal,South 24 Parganas,Digital & DPI,Digital Payment Failures,907.0,Critical,Completed,29575035.0,162,6
REQ_107796,West Bengal,Kolkata,Sanitation & Waste,Lack of Public Toilets,255.0,Low,Under Construction,,110,1
REQ_107797,Gujarat,Surat,Digital & DPI,Poor Telecom Connectivity,152.0,High,Under Construction,41117790.0,269,3
REQ_107798,Uttar Pradesh,Kanpur Nagar,Water Supply,Low Water Pressure,125.0,High,No Planned Project,0.0,192,7
REQ_107799,Bihar,Gaya,Sanitation & Waste,Lack of Public Toilets,262.0,Critical,Pipeline,753023.0,35,6
REQ_107800,West Bengal,South 24 Parganas,Roads & Transport,Unpaved Roads,505.0,Low,No Planned Project,0.0,98,7
REQ_107801,Tamil Nadu,Salem,Roads & Transport,Potholes,40.0,High,No Planned Project,0.0,229,7
REQ_107802,Tamil Nadu,Chennai,Digital & DPI,Poor Telecom Connectivity,349.0,High,Pipeline,4239379.0,300,5
REQ_107803,Bihar,Patna,Sanitation & Waste,Lack of Public Toilets,489.0,High,No Planned Project,,234,7
REQ_107804,Telangana,Rangareddy,Digital & DPI,Poor Telecom Connectivity,754.0,Medium,Under Construction,17185901.0,135,4
REQ_107805,West Bengal,Kolkata,Sanitation & Waste,Bio-waste Mismanagement,673.0,High,Pipeline,2956319.0,295,7
REQ_107806,Gujarat,Vadodara,Sanitation & Waste,Clogged Drainage,434.0,Medium,Pipeline,4430881.0,341,4
REQ_107807,Uttar Pradesh,Kanpur Nagar,Digital & DPI,No Public Wi-Fi Spot,161.0,High,No Planned Project,0.0,207,7
REQ_107808,Uttar Pradesh,Lucknow,Sanitation & Waste,Open Garbage Dumps,149.0,High,Under Construction,41816937.0,243,3
REQ_107809,Telangana,Nizamabad,Water Supply,Broken Pipeline,1113.0,High,No Planned Project,0.0,98,9
REQ_107810,Gujarat,Vadodara,Sanitation & Waste,Clogged Drainage,187.0,High,Pipeline,576970.0,346,5
REQ_107811,Uttar Pradesh,Lucknow,Sanitation & Waste,Clogged Drainage,,,No Planned Project,225378.0,260,6
REQ_107812,Gujarat,Rajkot,Digital & DPI,No Public Wi-Fi Spot,26.0,Medium,Pipeline,4815385.0,354,4
REQ_107813,Maharashtra,Thane,Roads & Transport,Traffic Bottleneck,303.0,Low,Under Construction,43773271.0,84,1
REQ_107814,Bihar,Darbhanga,Power & Energy,Hanging Power Cables,590.0,Low,Pipeline,1078134.0,19,5
REQ_107815,Uttar Pradesh,Prayagraj,Sanitation & Waste,Open Garbage Dumps,556.0,Medium,No Planned Project,0.0,121,8
REQ_107816,Tamil Nadu,Trichy,Power & Energy,Hanging Power Cables,214.0,Low,No Planned Project,0.0,287,5
REQ_107817,West Bengal,South 24 Parganas,Sanitation & Waste,Lack of Public Toilets,26.0,Low,Pipeline,2424261.0,211,3
REQ_107818,Gujarat,Ahmedabad,Digital & DPI,No Public Wi-Fi Spot,384.0,Medium,No Planned Project,0.0,247,6
REQ_107819,Gujarat,Rajkot,Digital & DPI,Digital Payment Failures,200.0,Medium,No Planned Project,0.0,43,6
REQ_107820,Karnataka,Belagavi,Sanitation & Waste,Open Garbage Dumps,329.0,High,No Planned Project,0.0,64,7
REQ_107821,Telangana,Hyderabad,Digital & DPI,Poor Telecom Connectivity,838.0,High,No Planned Project,,254,9
REQ_107822,Karnataka,Hubli-Dharwad,Digital & DPI,CSC Center Inaccessible,145.0,,Pipeline,3325326.0,258,4
REQ_107823,Uttar Pradesh,Agra,Sanitation & Waste,,377.0,High,No Planned Project,197164.0,278,7
REQ_107824,Karnataka,Belagavi,Roads & Transport,Unpaved Roads,630.0,Critical,Pipeline,3552884.0,337,8
REQ_107825,Karnataka,Mangaluru,Sanitation & Waste,Bio-waste Mismanagement,129.0,Medium,Pipeline,,88,4
REQ_107826,Maharashtra,Nagpur,Roads & Transport,Potholes,164.0,High,No Planned Project,0.0,332,7
REQ_107827,Gujarat,Bhavnagar,Digital & DPI,Poor Telecom Connectivity,189.0,High,Completed,22246438.0,278,3
REQ_107828,Tamil Nadu,Chennai,Roads & Transport,Unpaved Roads,313.0,High,No Planned Project,0.0,232,7
REQ_107829,Telangana,Warangal,Digital & DPI,Digital Payment Failures,846.0,High,No Planned Project,0.0,212,9
REQ_107830,Tamil Nadu,Chennai,Roads & Transport,Potholes,560.0,High,Pipeline,2205758.0,323,7
REQ_107831,Maharashtra,Pune,Roads & Transport,Unpaved Roads,154.0,High,Pipeline,4389502.0,271,5
REQ_107832,Maharashtra,,Sanitation & Waste,Lack of Public Toilets,316.0,Medium,Under Construction,,43,2
REQ_107833,Karnataka,Mangaluru,Roads & Transport,Unpaved Roads,242.0,High,No Planned Project,0.0,270,7
REQ_107834,Bihar,Darbhanga,Digital & DPI,Digital Payment Failures,65.0,Medium,No Planned Project,0.0,74,6
REQ_107835,Gujarat,Vadodara,Sanitation & Waste,Lack of Public Toilets,989.0,High,Under Construction,2224984.0,127,5
REQ_107836,West Bengal,North 24 Parganas,Roads & Transport,Missing Streetlights,278.0,Critical,Under Construction,4805269.0,20,4
REQ_107837,Gujarat,Bhavnagar,Sanitation & Waste,Lack of Public Toilets,836.0,High,No Planned Project,0.0,23,9
REQ_107838,West Bengal,South 24 Parganas,Power & Energy,No Electricity Access,529.0,,Pipeline,4651053.0,310,6
REQ_107839,Karnataka,Hubli-Dharwad,Sanitation & Waste,Lack of Public Toilets,236.0,Low,No Planned Project,0.0,103,5
REQ_107840,West Bengal,Howrah,Power & Energy,Hanging Power Cables,143.0,Critical,Completed,47231074.0,62,4
REQ_107841,Maharashtra,Pune,Power & Energy,Hanging Power Cables,292.0,High,Completed,6803029.0,62,3
REQ_107842,Tamil Nadu,Trichy,Sanitation & Waste,Open Garbage Dumps,793.0,High,Completed,29043359.0,330,5
REQ_107843,West Bengal,Kolkata,Digital & DPI,No Public Wi-Fi Spot,207.0,Critical,No Planned Project,299314.0,317,8
REQ_107844,Gujarat,Bhavnagar,Digital & DPI,Poor Telecom Connectivity,100.0,High,Completed,13478276.0,53,3
REQ_107845,Telangana,Medchal-Malkajgiri,Digital & DPI,CSC Center Inaccessible,350.0,Critical,No Planned Project,200476.0,131,8
REQ_107846,Karnataka,Hubli-Dharwad,Water Supply,Contaminated Water,518.0,High,Pipeline,2234074.0,124,7
REQ_107847,Bihar,Muzaffarpur,Power & Energy,Hanging Power Cables,,Medium,Pipeline,1681066.0,20,4
REQ_107848,Karnataka,Bengaluru Urban,Sanitation & Waste,Bio-waste Mismanagement,1531.0,Medium,No Planned Project,0.0,25,8
REQ_107849,Uttar Pradesh,Varanasi,Digital & DPI,Poor Telecom Connectivity,274.0,Medium,No Planned Project,0.0,28,6
REQ_107850,Karnataka,Belagavi,Digital & DPI,Digital Payment Failures,538.0,Medium,Pipeline,3240250.0,16,6
REQ_107851,Maharashtra,Thane,Sanitation & Waste,Open Garbage Dumps,1150.0,High,No Planned Project,0.0,168,9
REQ_107852,Tamil Nadu,Coimbatore,Power & Energy,,894.0,Medium,Completed,45155905.0,277,4
REQ_107853,Tamil Nadu,Salem,Sanitation & Waste,Clogged Drainage,96.0,Critical,Pipeline,2234941.0,71,6
REQ_107854,Telangana,Hyderabad,Water Supply,Irregular Supply,243.0,Low,Completed,35226481.0,332,1
REQ_107855,West Bengal,Hooghly,Water Supply,Low Water Pressure,483.0,Low,No Planned Project,,362,5
REQ_107856,Maharashtra,Mumbai Suburban,Sanitation & Waste,Bio-waste Mismanagement,,Critical,No Planned Project,0.0,227,8
REQ_107857,Uttar Pradesh,Prayagraj,Power & Energy,Faulty Transformer,174.0,Medium,Under Construction,32417700.0,338,2
REQ_107858,Maharashtra,Nagpur,Digital & DPI,Poor Telecom Connectivity,1094.0,Low,Pipeline,2683003.0,210,5
REQ_107859,Karnataka,Hubli-Dharwad,Water Supply,Low Water Pressure,330.0,Medium,No Planned Project,0.0,160,6
REQ_107860,Maharashtra,Mumbai Suburban,Water Supply,Contaminated Water,241.0,Medium,Completed,48222297.0,251,2
REQ_107861,Maharashtra,Nashik,Power & Energy,No Electricity Access,566.0,Low,Completed,3791238.0,97,3
REQ_107862,Telangana,Nizamabad,Water Supply,Contaminated Water,229.0,High,Under Construction,4589864.0,225,3
REQ_107863,Uttar Pradesh,Agra,Water Supply,Irregular Supply,442.0,Low,Completed,19505096.0,274,1
REQ_107864,Karnataka,Mangaluru,Power & Energy,No Electricity Access,1328.0,High,Under Construction,5375449.0,214,5
REQ_107865,Bihar,,Sanitation & Waste,Open Garbage Dumps,273.0,Medium,Pipeline,2069008.0,134,4
REQ_107866,Telangana,Rangareddy,Digital & DPI,Digital Payment Failures,136.0,Medium,Under Construction,24866758.0,187,2
REQ_107867,Bihar,Patna,Digital & DPI,CSC Center Inaccessible,,High,No Planned Project,0.0,262,7
REQ_107868,Telangana,Rangareddy,Water Supply,Low Water Pressure,84.0,High,Pipeline,4442939.0,271,5
REQ_107869,Tamil Nadu,Salem,Digital & DPI,CSC Center Inaccessible,187.0,Low,Pipeline,1490465.0,102,3
REQ_107870,Gujarat,Vadodara,Sanitation & Waste,Lack of Public Toilets,442.0,Medium,Pipeline,4707033.0,350,4
REQ_107871,Telangana,Warangal,Water Supply,Contaminated Water,904.0,Medium,No Planned Project,0.0,248,8
REQ_107872,West Bengal,Hooghly,Digital & DPI,No Public Wi-Fi Spot,225.0,High,Pipeline,3485772.0,286,5
REQ_107873,Maharashtra,Nagpur,Roads & Transport,Missing Streetlights,116.0,Low,Under Construction,42625323.0,221,1
REQ_107874,Tamil Nadu,Coimbatore,Roads & Transport,Missing Streetlights,298.0,Medium,Completed,39609891.0,84,2
REQ_107875,Uttar Pradesh,Agra,Roads & Transport,Unpaved Roads,197.0,Critical,Pipeline,908517.0,105,6
REQ_107876,Bihar,Bhagalpur,Roads & Transport,Potholes,54.0,Critical,Under Construction,4590990.0,212,4
REQ_107877,Gujarat,,Roads & Transport,Unpaved Roads,575.0,Medium,Pipeline,,264,6
REQ_107878,Gujarat,,Water Supply,,45.0,Medium,Under Construction,24477518.0,178,2
REQ_107879,Telangana,Nizamabad,Power & Energy,Frequent Load Shedding,491.0,High,No Planned Project,,145,7
REQ_107880,Maharashtra,Thane,Power & Energy,Hanging Power Cables,95.0,Low,Under Construction,37811749.0,313,1
REQ_107881,Uttar Pradesh,,Water Supply,Contaminated Water,486.0,Medium,Pipeline,2202154.0,96,4
REQ_107882,West Bengal,North 24 Parganas,Water Supply,Contaminated Water,451.0,Medium,Pipeline,1740372.0,27,4
REQ_107883,Uttar Pradesh,Lucknow,Sanitation & Waste,Open Garbage Dumps,39.0,Medium,Completed,17407930.0,58,2
REQ_107884,Maharashtra,Nashik,Power & Energy,Faulty Transformer,607.0,Medium,No Planned Project,0.0,101,8
REQ_107885,West Bengal,North 24 Parganas,Roads & Transport,Traffic Bottleneck,336.0,,No Planned Project,0.0,175,7
REQ_107886,Uttar Pradesh,Prayagraj,Water Supply,Irregular Supply,351.0,Medium,Under Construction,,57,2
REQ_107887,West Bengal,Howrah,Roads & Transport,Traffic Bottleneck,492.0,Critical,No Planned Project,0.0,306,8
REQ_107888,Telangana,Medchal-Malkajgiri,Power & Energy,Faulty Transformer,1090.0,High,Pipeline,1562742.0,346,7
REQ_107889,Telangana,Warangal,Digital & DPI,Digital Payment Failures,203.0,Medium,No Planned Project,0.0,159,6
REQ_107890,Maharashtra,Nagpur,Digital & DPI,No Public Wi-Fi Spot,172.0,Medium,Pipeline,4814494.0,285,4
REQ_107891,Maharashtra,Nashik,Water Supply,Contaminated Water,136.0,High,No Planned Project,0.0,223,7
REQ_107892,West Bengal,Hooghly,Sanitation & Waste,,660.0,Low,No Planned Project,0.0,280,7
REQ_107893,Karnataka,Mangaluru,Roads & Transport,Traffic Bottleneck,371.0,High,No Planned Project,0.0,191,7
REQ_107894,Tamil Nadu,Salem,Water Supply,Broken Pipeline,139.0,Low,Completed,49845938.0,324,1
REQ_107895,Gujarat,Ahmedabad,Sanitation & Waste,Lack of Public Toilets,,High,No Planned Project,0.0,77,9
REQ_107896,Uttar Pradesh,Prayagraj,Roads & Transport,Missing Streetlights,,Critical,Pipeline,2052405.0,264,6
REQ_107897,Uttar Pradesh,Kanpur Nagar,Power & Energy,No Electricity Access,188.0,Medium,Pipeline,4331242.0,269,4
REQ_107898,Karnataka,Hubli-Dharwad,Digital & DPI,CSC Center Inaccessible,,Low,No Planned Project,0.0,129,5
REQ_107899,Karnataka,Mangaluru,Sanitation & Waste,Clogged Drainage,230.0,Medium,Pipeline,2135624.0,250,4
REQ_107900,Karnataka,Mysuru,Roads & Transport,Missing Streetlights,299.0,Medium,Pipeline,,191,4
REQ_107901,Bihar,Gaya,Water Supply,Irregular Supply,257.0,High,Under Construction,35721481.0,27,3
